0.001	2.21823e-16
0.002	4.43201e-16
0.003	2.21378e-16
0.004	2.21156e-16
0.005	6.62803e-16
0.006	6.62137e-16
0.007	6.61471e-16
0.008	6.60805e-16
0.009	8.80185e-16
0.01	6.59472e-16
0.011	8.78408e-16
0.012	6.5814e-16
0.013	6.57474e-16
0.014	8.75744e-16
0.015	1.09357e-15
0.016	1.09246e-15
0.017	1.09135e-15
0.018	1.09024e-15
0.019	1.08913e-15
0.02	1.08802e-15
0.021	1.30429e-15
0.022	1.0858e-15
0.023	8.6775e-16
0.024	8.66862e-16
0.025	6.4948e-16
0.026	6.48814e-16
0.027	8.64198e-16
0.028	1.07914e-15
0.029	1.29363e-15
0.03	1.50768e-15
0.031	1.72129e-15
0.032	1.71951e-15
0.033	1.93245e-15
0.034	1.93046e-15
0.035	1.71418e-15
0.036	1.28431e-15
0.037	1.28297e-15
0.038	1.49525e-15
0.039	1.28031e-15
0.04	1.7053e-15
0.041	1.70353e-15
0.042	1.70175e-15
0.043	1.91247e-15
0.044	1.6982e-15
0.045	1.48437e-15
0.046	1.69464e-15
0.047	1.69287e-15
0.048	1.69109e-15
0.049	1.90048e-15
0.05	2.10942e-15
0.051	2.1072e-15
0.052	2.10498e-15
0.053	2.10276e-15
0.054	2.3106e-15
0.055	1.88849e-15
0.056	2.0961e-15
0.057	2.30327e-15
0.058	2.30083e-15
0.059	2.50733e-15
0.06	2.50466e-15
0.061	2.2935e-15
0.062	2.29106e-15
0.063	2.49667e-15
0.064	2.70184e-15
0.065	2.69895e-15
0.066	2.48868e-15
0.067	2.48601e-15
0.068	2.2764e-15
0.069	2.48068e-15
0.07	2.47802e-15
0.071	2.47535e-15
0.072	2.26663e-15
0.073	2.26419e-15
0.074	2.46736e-15
0.075	2.4647e-15
0.076	2.25686e-15
0.077	2.25442e-15
0.078	2.4567e-15
0.079	2.45404e-15
0.08	2.45137e-15
0.081	2.65277e-15
0.082	2.64988e-15
0.083	2.44338e-15
0.084	2.44071e-15
0.085	2.43805e-15
0.086	2.43539e-15
0.087	2.22999e-15
0.088	2.22755e-15
0.089	2.22511e-15
0.09	2.02061e-15
0.091	1.81655e-15
0.092	1.81455e-15
0.093	2.01394e-15
0.094	2.2129e-15
0.095	2.0095e-15
0.096	2.00728e-15
0.097	1.80456e-15
0.098	2.00284e-15
0.099	2.00062e-15
0.1	1.9984e-15
0.101	1.99618e-15
0.102	1.99396e-15
0.103	1.99174e-15
0.104	1.98952e-15
0.105	1.78857e-15
0.106	1.58806e-15
0.107	1.58629e-15
0.108	1.38645e-15
0.109	9.89209e-16
0.11	9.88098e-16
0.111	9.86988e-16
0.112	9.85878e-16
0.113	1.18172e-15
0.114	9.83658e-16
0.115	9.82547e-16
0.116	9.81437e-16
0.117	9.80327e-16
0.118	9.79217e-16
0.119	9.78106e-16
0.12	5.86198e-16
0.121	7.80709e-16
0.122	9.74776e-16
0.123	7.78932e-16
0.124	7.78044e-16
0.125	9.71445e-16
0.126	7.76268e-16
0.127	9.69225e-16
0.128	7.74492e-16
0.129	9.67004e-16
0.13	9.65894e-16
0.131	9.64784e-16
0.132	7.70939e-16
0.133	9.62563e-16
0.134	9.61453e-16
0.135	1.15241e-15
0.136	1.53477e-15
0.137	1.533e-15
0.138	1.53122e-15
0.139	1.52944e-15
0.14	1.52767e-15
0.141	1.52589e-15
0.142	1.52411e-15
0.143	1.52234e-15
0.144	1.52056e-15
0.145	1.51879e-15
0.146	1.32738e-15
0.147	1.13642e-15
0.148	9.4591e-16
0.149	1.13376e-15
0.15	1.13243e-15
0.151	1.1311e-15
0.152	9.41469e-16
0.153	1.12843e-15
0.154	7.51399e-16
0.155	7.50511e-16
0.156	5.62217e-16
0.157	9.35918e-16
0.158	1.12177e-15
0.159	9.33698e-16
0.16	7.4607e-16
0.161	5.58886e-16
0.162	1.86073e-16
0.163	1.85851e-16
0.164	1.85629e-16
0.165	1.85407e-16
0.166	3.7037e-16
0.167	7.39853e-16
0.168	9.23706e-16
0.169	9.22595e-16
0.17	1.10578e-15
0.171	1.10445e-15
0.172	1.28697e-15
0.173	1.10179e-15
0.174	1.28386e-15
0.175	1.28231e-15
0.176	1.28075e-15
0.177	9.13714e-16
0.178	9.12603e-16
0.179	7.29194e-16
0.18	9.10383e-16
0.181	9.09273e-16
0.182	9.08162e-16
0.183	7.25642e-16
0.184	7.24754e-16
0.185	5.42899e-16
0.186	9.03722e-16
0.187	9.02611e-16
0.188	1.2621e-15
0.189	1.26055e-15
0.19	1.43885e-15
0.191	1.43707e-15
0.192	1.61471e-15
0.193	1.25433e-15
0.194	1.43174e-15
0.195	1.25122e-15
0.196	1.42819e-15
0.197	1.06981e-15
0.198	1.42464e-15
0.199	1.06715e-15
0.2	1.24345e-15
0.201	1.2419e-15
0.202	1.59472e-15
0.203	1.23879e-15
0.204	1.23723e-15
0.205	1.05915e-15
0.206	1.05782e-15
0.207	8.80407e-16
0.208	1.05516e-15
0.209	1.05382e-15
0.21	1.22791e-15
0.211	1.05116e-15
0.212	1.04983e-15
0.213	1.04849e-15
0.214	8.72635e-16
0.215	6.9722e-16
0.216	6.96332e-16
0.217	6.95444e-16
0.218	5.20917e-16
0.219	6.93667e-16
0.22	6.92779e-16
0.221	6.91891e-16
0.222	6.91003e-16
0.223	6.90115e-16
0.224	8.61533e-16
0.225	6.88338e-16
0.226	3.43725e-16
0.227	3.43281e-16
0.228	3.42837e-16
0.229	1.71196e-16
0.23	3.41949e-16
0.231	3.41505e-16
0.232	3.41061e-16
0.233	1.70308e-16
0.234	3.40172e-16
0.235	5.09592e-16
0.236	6.78568e-16
0.237	6.7768e-16
0.238	8.4599e-16
0.239	8.4488e-16
0.24	6.75016e-16
0.241	5.05596e-16
0.242	3.3662e-16
0.243	5.04263e-16
0.244	5.03597e-16
0.245	3.35287e-16
0.246	0
0.247	0
0.248	0
0.249	1.66755e-16
0.25	1.66533e-16
0.251	1.66311e-16
0.252	0
0.253	0
0.254	1.65645e-16
0.255	0
0.256	1.65201e-16
0.257	3.29958e-16
0.258	3.29514e-16
0.259	3.2907e-16
0.26	3.28626e-16
0.261	3.28182e-16
0.262	4.91607e-16
0.263	3.27294e-16
0.264	3.2685e-16
0.265	1.63203e-16
0.266	3.25961e-16
0.267	0
0.268	1.62537e-16
0.269	3.24629e-16
0.27	1.62093e-16
0.271	6.47482e-16
0.272	6.46594e-16
0.273	8.07132e-16
0.274	9.67226e-16
0.275	9.65894e-16
0.276	8.03801e-16
0.277	9.63229e-16
0.278	1.12221e-15
0.279	1.12066e-15
0.28	9.59233e-16
0.281	9.579e-16
0.282	7.9714e-16
0.283	6.36824e-16
0.284	6.35936e-16
0.285	4.76286e-16
0.286	4.7562e-16
0.287	1.58318e-16
0.288	4.74287e-16
0.289	3.15747e-16
0.29	4.72955e-16
0.291	3.14859e-16
0.292	6.2883e-16
0.293	3.13971e-16
0.294	6.27054e-16
0.295	6.26166e-16
0.296	9.37916e-16
0.297	7.80487e-16
0.298	9.35252e-16
0.299	6.22613e-16
0.3	6.21725e-16
0.301	4.65628e-16
0.302	6.19949e-16
0.303	6.1906e-16
0.304	7.72715e-16
0.305	7.71605e-16
0.306	9.24594e-16
0.307	7.69385e-16
0.308	1.07558e-15
0.309	1.07403e-15
0.31	1.07248e-15
0.311	9.17932e-16
0.312	1.22213e-15
0.313	1.22036e-15
0.314	1.21858e-15
0.315	1.2168e-15
0.316	1.21503e-15
0.317	1.21325e-15
0.318	1.36291e-15
0.319	1.05849e-15
0.32	1.05693e-15
0.321	9.0461e-16
0.322	9.03277e-16
0.323	7.51621e-16
0.324	1.05072e-15
0.325	1.04916e-15
0.326	1.19726e-15
0.327	1.04605e-15
0.328	1.34293e-15
0.329	1.04294e-15
0.33	1.04139e-15
0.331	7.42739e-16
0.332	1.03828e-15
0.333	8.88623e-16
0.334	1.03517e-15
0.335	7.38298e-16
0.336	7.37188e-16
0.337	7.36078e-16
0.338	7.34968e-16
0.339	5.87086e-16
0.34	1.02585e-15
0.341	8.77964e-16
0.342	1.02274e-15
0.343	8.753e-16
0.344	1.16529e-15
0.345	1.16351e-15
0.346	1.16174e-15
0.347	1.01497e-15
0.348	1.15818e-15
0.349	1.01186e-15
0.35	1.0103e-15
0.351	8.64642e-16
0.352	8.63309e-16
0.353	8.61977e-16
0.354	1.00409e-15
0.355	1.00253e-15
0.356	1.14397e-15
0.357	1.1422e-15
0.358	1.14042e-15
0.359	1.28098e-15
0.36	1.42109e-15
0.361	1.41887e-15
0.362	1.55831e-15
0.363	1.69731e-15
0.364	1.4122e-15
0.365	1.40998e-15
0.366	1.40776e-15
0.367	1.40554e-15
0.368	1.54365e-15
0.369	1.68132e-15
0.37	1.81855e-15
0.371	2.09499e-15
0.372	2.2311e-15
0.373	2.36677e-15
0.374	2.502e-15
0.375	2.35922e-15
0.376	2.35545e-15
0.377	2.35167e-15
0.378	2.3479e-15
0.379	2.6199e-15
0.38	2.75335e-15
0.381	2.88636e-15
0.382	2.88169e-15
0.383	2.60303e-15
0.384	2.73559e-15
0.385	2.86771e-15
0.386	2.86304e-15
0.387	2.99449e-15
0.388	2.85372e-15
0.389	2.84905e-15
0.39	2.84439e-15
0.391	2.97495e-15
0.392	3.10507e-15
0.393	3.09996e-15
0.394	3.22942e-15
0.395	3.6271e-15
0.396	3.75522e-15
0.397	3.88289e-15
0.398	3.87645e-15
0.399	4.00346e-15
0.4	3.9968e-15
0.401	3.72413e-15
0.402	3.8507e-15
0.403	3.84426e-15
0.404	3.70548e-15
0.405	3.9635e-15
0.406	3.95683e-15
0.407	4.08185e-15
0.408	3.81206e-15
0.409	3.93685e-15
0.41	3.93019e-15
0.411	4.05431e-15
0.412	3.91687e-15
0.413	3.91021e-15
0.414	3.90354e-15
0.415	4.02678e-15
0.416	3.76055e-15
0.417	4.01301e-15
0.418	3.8769e-15
0.419	3.99925e-15
0.42	3.99236e-15
0.421	4.24261e-15
0.422	4.10694e-15
0.423	4.22795e-15
0.424	4.09273e-15
0.425	4.34097e-15
0.426	4.20597e-15
0.427	4.32587e-15
0.428	4.19131e-15
0.429	4.43756e-15
0.43	4.55636e-15
0.431	5.05374e-15
0.432	4.91873e-15
0.433	5.16187e-15
0.434	5.02709e-15
0.435	5.14366e-15
0.436	5.25979e-15
0.437	5.50049e-15
0.438	5.24114e-15
0.439	5.48095e-15
0.44	5.34683e-15
0.441	5.46141e-15
0.442	5.45164e-15
0.443	5.56555e-15
0.444	5.4321e-15
0.445	5.6688e-15
0.446	5.53557e-15
0.447	5.77116e-15
0.448	5.63816e-15
