0.001	0
0.002	4.44089e-16
0.003	0
0.004	0
0.005	0
0.006	0
0.007	0
0.008	0
0.009	4.44089e-16
0.01	4.44089e-16
0.011	4.44089e-16
0.012	4.44089e-16
0.013	0
0.014	4.44089e-16
0.015	0
0.016	0
0.017	0
0.018	0
0.019	0
0.02	0
0.021	0
0.022	4.44089e-16
0.023	4.44089e-16
0.024	4.44089e-16
0.025	4.44089e-16
0.026	4.44089e-16
0.027	4.44089e-16
0.028	4.44089e-16
0.029	4.44089e-16
0.03	4.44089e-16
0.031	4.44089e-16
0.032	4.44089e-16
0.033	4.44089e-16
0.034	4.44089e-16
0.035	4.44089e-16
0.036	8.88178e-16
0.037	8.88178e-16
0.038	8.88178e-16
0.039	8.88178e-16
0.04	1.33227e-15
0.041	1.33227e-15
0.042	1.33227e-15
0.043	1.33227e-15
0.044	1.33227e-15
0.045	1.33227e-15
0.046	1.33227e-15
0.047	1.33227e-15
0.048	1.33227e-15
0.049	1.33227e-15
0.05	1.33227e-15
0.051	1.33227e-15
0.052	1.33227e-15
0.053	1.33227e-15
0.054	1.77636e-15
0.055	1.33227e-15
0.056	1.33227e-15
0.057	1.33227e-15
0.058	1.77636e-15
0.059	1.77636e-15
0.06	1.77636e-15
0.061	2.22045e-15
0.062	2.22045e-15
0.063	2.22045e-15
0.064	2.22045e-15
0.065	2.22045e-15
0.066	1.77636e-15
0.067	2.22045e-15
0.068	2.22045e-15
0.069	2.22045e-15
0.07	2.22045e-15
0.071	2.22045e-15
0.072	2.22045e-15
0.073	2.22045e-15
0.074	2.22045e-15
0.075	2.22045e-15
0.076	2.22045e-15
0.077	2.66454e-15
0.078	2.66454e-15
0.079	2.66454e-15
0.08	2.66454e-15
0.081	2.22045e-15
0.082	2.22045e-15
0.083	2.22045e-15
0.084	2.66454e-15
0.085	2.22045e-15
0.086	2.66454e-15
0.087	2.22045e-15
0.088	2.22045e-15
0.089	2.22045e-15
0.09	1.77636e-15
0.091	2.22045e-15
0.092	2.22045e-15
0.093	2.22045e-15
0.094	2.66454e-15
0.095	2.66454e-15
0.096	2.66454e-15
0.097	2.66454e-15
0.098	2.66454e-15
0.099	2.66454e-15
0.1	2.22045e-15
0.101	2.22045e-15
0.102	2.22045e-15
0.103	2.22045e-15
0.104	2.22045e-15
0.105	2.22045e-15
0.106	1.77636e-15
0.107	1.77636e-15
0.108	1.77636e-15
0.109	1.77636e-15
0.11	2.22045e-15
0.111	1.77636e-15
0.112	2.22045e-15
0.113	1.77636e-15
0.114	1.77636e-15
0.115	1.77636e-15
0.116	1.77636e-15
0.117	1.33227e-15
0.118	1.33227e-15
0.119	1.33227e-15
0.12	1.33227e-15
0.121	1.77636e-15
0.122	1.77636e-15
0.123	1.77636e-15
0.124	1.77636e-15
0.125	1.77636e-15
0.126	1.77636e-15
0.127	1.77636e-15
0.128	1.77636e-15
0.129	1.77636e-15
0.13	1.77636e-15
0.131	1.77636e-15
0.132	1.77636e-15
0.133	1.77636e-15
0.134	2.22045e-15
0.135	2.22045e-15
0.136	2.22045e-15
0.137	1.77636e-15
0.138	2.22045e-15
0.139	2.22045e-15
0.14	2.66454e-15
0.141	2.22045e-15
0.142	2.22045e-15
0.143	1.77636e-15
0.144	1.77636e-15
0.145	1.77636e-15
0.146	1.77636e-15
0.147	1.77636e-15
0.148	1.77636e-15
0.149	1.77636e-15
0.15	2.22045e-15
0.151	2.22045e-15
0.152	2.22045e-15
0.153	2.22045e-15
0.154	2.66454e-15
0.155	2.22045e-15
0.156	2.22045e-15
0.157	2.22045e-15
0.158	2.22045e-15
0.159	2.22045e-15
0.16	2.22045e-15
0.161	2.22045e-15
0.162	2.22045e-15
0.163	2.22045e-15
0.164	2.22045e-15
0.165	2.66454e-15
0.166	2.22045e-15
0.167	2.66454e-15
0.168	2.66454e-15
0.169	2.66454e-15
0.17	2.22045e-15
0.171	2.66454e-15
0.172	2.66454e-15
0.173	2.66454e-15
0.174	2.66454e-15
0.175	3.10862e-15
0.176	3.10862e-15
0.177	3.10862e-15
0.178	2.66454e-15
0.179	2.66454e-15
0.18	2.66454e-15
0.181	2.66454e-15
0.182	2.66454e-15
0.183	2.66454e-15
0.184	2.66454e-15
0.185	2.66454e-15
0.186	2.22045e-15
0.187	2.22045e-15
0.188	2.22045e-15
0.189	2.66454e-15
0.19	2.22045e-15
0.191	2.22045e-15
0.192	2.66454e-15
0.193	2.66454e-15
0.194	2.66454e-15
0.195	2.66454e-15
0.196	2.66454e-15
0.197	3.10862e-15
0.198	3.10862e-15
0.199	3.10862e-15
0.2	3.10862e-15
0.201	3.10862e-15
0.202	3.10862e-15
0.203	3.10862e-15
0.204	3.55271e-15
0.205	3.9968e-15
0.206	3.9968e-15
0.207	3.55271e-15
0.208	3.9968e-15
0.209	3.55271e-15
0.21	3.55271e-15
0.211	3.55271e-15
0.212	3.55271e-15
0.213	3.55271e-15
0.214	3.55271e-15
0.215	3.55271e-15
0.216	3.55271e-15
0.217	3.55271e-15
0.218	3.55271e-15
0.219	3.55271e-15
0.22	3.55271e-15
0.221	3.55271e-15
0.222	3.55271e-15
0.223	3.55271e-15
0.224	3.55271e-15
0.225	3.55271e-15
0.226	3.9968e-15
0.227	3.55271e-15
0.228	3.55271e-15
0.229	3.55271e-15
0.23	3.55271e-15
0.231	3.10862e-15
0.232	3.55271e-15
0.233	3.55271e-15
0.234	3.55271e-15
0.235	3.55271e-15
0.236	3.55271e-15
0.237	3.55271e-15
0.238	3.55271e-15
0.239	3.55271e-15
0.24	3.9968e-15
0.241	3.9968e-15
0.242	3.9968e-15
0.243	3.9968e-15
0.244	3.9968e-15
0.245	3.9968e-15
0.246	3.55271e-15
0.247	3.9968e-15
0.248	3.55271e-15
0.249	3.55271e-15
0.25	3.55271e-15
