0.2	0.4	0.5	0.9	0.999	
0.32	0.48	0.5	0.18	0.001998	
0.4352	0.4992	0.5	0.2952	0.00398802	
0.491602	0.499999	0.5	0.416114	0.00794422	
0.499859	0.5	0.5	0.485926	0.0157622	
0.5	0.5	0.5	0.499604	0.0310276	
0.5	0.5	0.5	0.5	0.0601297	
0.5	0.5	0.5	0.5	0.113028	
0.5	0.5	0.5	0.5	0.200506	
0.5	0.5	0.5	0.5	0.320606	
0.5	0.5	0.5	0.5	0.435636	
0.5	0.5	0.5	0.5	0.491715	
0.5	0.5	0.5	0.5	0.499863	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
0.5	0.5	0.5	0.5	0.5	
